prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
16,512,1,256,17.387
16,512,1,512,18.1867
16,512,1,768,23.3287
16,512,1,1024,27.5943
16,512,1,1152,31.584
16,512,1,1728,42.432
16,512,1,2048,48.2133
16,512,1,2592,61.611
16,512,1,3888,88.7037
16,512,1,4096,89.6433
16,512,1,5832,128.64
16,512,1,8192,172.3
16,512,1,8748,191.552
16,512,1,13122,280.865
16,512,1,16384,352.555
16,512,2,16,17.5363
16,512,2,32,17.5897
16,512,2,64,17.5253
16,512,2,128,17.386
16,512,2,256,17.3553
16,512,2,512,18.5173
16,512,2,768,23.7333
16,512,2,1024,27.9783
16,512,2,1152,31.9787
16,512,2,1728,43.9893
16,512,2,2048,49.8563
16,512,2,2592,63.8503
16,512,2,3888,92.1067
16,512,2,4096,93.9523
16,512,2,5832,136.224
16,512,2,8192,181.676
16,512,2,8748,199.307
16,512,2,13122,298.465
16,512,2,16384,372.181
16,512,4,16,17.5787
16,512,4,32,17.6213
16,512,4,64,17.61
16,512,4,128,17.44
16,512,4,256,17.4933
16,512,4,512,18.4107
16,512,4,768,24.0953
16,512,4,1024,28.5337
16,512,4,1152,32.938
16,512,4,1728,44.7997
16,512,4,2048,51.3823
16,512,4,2592,65.7387
16,512,4,3888,94.272
16,512,4,4096,95.4137
16,512,4,5832,137.546
16,512,4,8192,184.684
16,512,4,8748,205.013
16,512,4,13122,305.163
16,512,4,16384,381.6
16,512,8,16,22.5393
16,512,8,32,22.6243
16,512,8,64,22.528
16,512,8,128,25.376
16,512,8,256,27.7227
16,512,8,512,35.0077
16,512,8,768,45.4187
16,512,8,1024,54.1547
16,512,8,1152,62.731
16,512,8,1728,86.496
16,512,8,2048,97.7713
16,512,8,2592,125.514
16,512,8,3888,181.482
16,512,8,4096,183.585
16,512,8,5832,267.798
16,512,8,8192,357.516
16,512,8,8748,397.728
16,512,8,13122,596.993
16,512,8,16384,752.183
16,512,16,16,27.2213
16,512,16,32,27.2857
16,512,16,64,27.4133
16,512,16,128,32.3947
16,512,16,256,37.909
16,512,16,512,51.3397
16,512,16,768,68.149
16,512,16,1024,81.4943
16,512,16,1152,94.0157
16,512,16,1728,129.089
16,512,16,2048,146.369
16,512,16,2592,188.224
16,512,16,3888,271.627
16,512,16,4096,275.777
16,512,16,5832,400.843
16,512,16,8192,538.882
16,512,16,8748,602.988
16,512,16,13122,907.181
